0.001	0.0745115	0.0745115	0.0745115	0.0745115	2968
0.002	0.0693623	0.0693623	0.0693623	0.0693623	2486
0.003	0.0645386	0.0645386	0.0645386	0.0645386	2133
0.004	0.0586642	0.0586642	0.0586642	0.0586642	1964
0.005	0.0571272	0.0571272	0.0571272	0.0571272	1896
0.006	0.0545472	0.0545472	0.0545472	0.0545472	1796
0.007	0.0505674	0.0505674	0.0505674	0.0505674	1759
0.008	0.0486685	0.0486685	0.0486685	0.0486685	1655
0.009	0.0471714	0.0471714	0.0471714	0.0471714	1583
0.01	0.044621	0.044621	0.044621	0.044621	1495
0.011	0.0455091	0.0455091	0.0455091	0.0455091	1474
0.012	0.0424006	0.0424006	0.0424006	0.0424006	1419
0.013	0.0391275	0.0391275	0.0391275	0.0391275	1357
0.014	0.0404485	0.0404485	0.0404485	0.0404485	1362
0.015	0.0385787	0.0385787	0.0385787	0.0385787	1247
0.016	0.035355	0.035355	0.035355	0.035355	1267
0.017	0.0357434	0.0357434	0.0357434	0.0357434	1266
0.018	0.0340016	0.0340016	0.0340016	0.0340016	1252
0.019	0.0349666	0.0349666	0.0349666	0.0349666	1205
0.02	0.0340383	0.0340383	0.0340383	0.0340383	1210
0.021	0.0316117	0.0316117	0.0316117	0.0316117	1192
0.022	0.0299477	0.0299477	0.0299477	0.0299477	1286
0.023	0.0321432	0.0321432	0.0321432	0.0321432	1173
0.024	0.0294048	0.0294048	0.0294048	0.0294048	1203
0.025	0.0293813	0.0293813	0.0293813	0.0293813	1211
0.026	0.0293437	0.0293437	0.0293437	0.0293437	1144
0.027	0.0277916	0.0277916	0.0277916	0.0277916	1067
0.028	0.029837	0.029837	0.029837	0.029837	1156
0.029	0.0249317	0.0249317	0.0249317	0.0249317	1160
0.03	0.0257397	0.0257397	0.0257397	0.0257397	1094
0.031	0.0250555	0.0250555	0.0250555	0.0250555	1229
0.032	0.0224034	0.0224034	0.0224034	0.0224034	1165
0.033	0.0264645	0.0264645	0.0264645	0.0264645	1159
0.034	0.0258657	0.0258657	0.0258657	0.0258657	1150
0.035	0.0251083	0.0251083	0.0251083	0.0251083	1126
0.036	0.0250417	0.0250417	0.0250417	0.0250417	1094
0.037	0.0229844	0.0229844	0.0229844	0.0229844	1087
0.038	0.0222564	0.0222564	0.0222564	0.0222564	1050
0.039	0.0236243	0.0236243	0.0236243	0.0236243	1072
0.04	0.0240493	0.0240493	0.0240493	0.0240493	1080
0.041	0.0224114	0.0224114	0.0224114	0.0224114	986
0.042	0.0240462	0.0240462	0.0240462	0.0240462	1066
0.043	0.0223112	0.0223112	0.0223112	0.0223112	1050
0.044	0.022727	0.022727	0.022727	0.022727	1102
0.045	0.0230324	0.0230324	0.0230324	0.0230324	1091
0.046	0.0210144	0.0210144	0.0210144	0.0210144	1080
0.047	0.0206866	0.0206866	0.0206866	0.0206866	1055
0.048	0.0200477	0.0200477	0.0200477	0.0200477	1056
0.049	0.0212971	0.0212971	0.0212971	0.0212971	989
0.05	0.018296	0.018296	0.018296	0.018296	1081
0.051	0.0212391	0.0212391	0.0212391	0.0212391	1024
0.052	0.0183988	0.0183988	0.0183988	0.0183988	1034
0.053	0.0184618	0.0184618	0.0184618	0.0184618	1009
0.054	0.018486	0.018486	0.018486	0.018486	1075
