0.001	0.0901929	0.0901929	0.0901929	0.0901929	1294
0.002	0.0846838	0.0846838	0.0846838	0.0846838	916
0.003	0.0746387	0.0746387	0.0746387	0.0746387	697
0.004	0.0703513	0.0703513	0.0703513	0.0703513	591
0.005	0.0646953	0.0646953	0.0646953	0.0646953	424
0.006	0.0597559	0.0597559	0.0597559	0.0597559	449
0.007	0.0565325	0.0565325	0.0565325	0.0565325	332
0.008	0.0557342	0.0557342	0.0557342	0.0557342	313
0.009	0.0524739	0.0524739	0.0524739	0.0524739	287
0.01	0.0457272	0.0457272	0.0457272	0.0457272	261
0.011	0.0435931	0.0435931	0.0435931	0.0435931	232
0.012	0.0337058	0.0337058	0.0337058	0.0337058	223
0.013	0.0351251	0.0351251	0.0351251	0.0351251	219
0.014	0.0297021	0.0297021	0.0297021	0.0297021	188
0.015	0.0280299	0.0280299	0.0280299	0.0280299	201
0.016	0.0215841	0.0215841	0.0215841	0.0215841	201
0.017	0.0188745	0.0188745	0.0188745	0.0188745	204
0.018	0.0199192	0.0199192	0.0199192	0.0199192	203
0.019	0.0140691	0.0140691	0.0140691	0.0140691	191
0.02	0.0152684	0.0152684	0.0152684	0.0152684	158
0.021	0.010687	0.010687	0.010687	0.010687	184
0.022	0.0111546	0.0111546	0.0111546	0.0111546	194
0.023	0.0170335	0.0170335	0.0170335	0.0170335	185
0.024	0.012049	0.012049	0.012049	0.012049	147
0.025	0.0097404	0.0097404	0.0097404	0.0097404	151
0.026	0.0156571	0.0156571	0.0156571	0.0156571	154
0.027	0.00990289	0.00990289	0.00990289	0.00990289	173
0.028	0.0113921	0.0113921	0.0113921	0.0113921	202
0.029	0.0108023	0.0108023	0.0108023	0.0108023	172
0.03	0.00798217	0.00798217	0.00798217	0.00798217	157
0.031	0.00919767	0.00919767	0.00919767	0.00919767	172
0.032	0.00497516	0.00497516	0.00497516	0.00497516	153
0.033	0.00506667	0.00506667	0.00506667	0.00506667	138
0.034	0.00399494	0.00399494	0.00399494	0.00399494	158
0.035	0.00595	0.00595	0.00595	0.00595	152
0.036	0.0042125	0.0042125	0.0042125	0.0042125	128
0.037	0.00663733	0.00663733	0.00663733	0.00663733	150
0.038	0.00668358	0.00668358	0.00668358	0.00668358	134
0.039	0.00697589	0.00697589	0.00697589	0.00697589	141
0.04	0.00624427	0.00624427	0.00624427	0.00624427	131
0.041	0.00634887	0.00634887	0.00634887	0.00634887	133
0.042	0.00713506	0.00713506	0.00713506	0.00713506	154
0.043	0.00344857	0.00344857	0.00344857	0.00344857	140
0.044	0.00318061	0.00318061	0.00318061	0.00318061	165
0.045	0.00524384	0.00524384	0.00524384	0.00524384	146
0.046	0.00748919	0.00748919	0.00748919	0.00748919	148
0.047	0.0061025	0.0061025	0.0061025	0.0061025	160
0.048	0.000335897	0.000335897	0.000335897	0.000335897	156
0.049	0.0045913	0.0045913	0.0045913	0.0045913	138
0.05	0.00311716	0.00311716	0.00311716	0.00311716	169
0.051	0.00506383	0.00506383	0.00506383	0.00506383	141
0.052	0.0065075	0.0065075	0.0065075	0.0065075	160
0.053	0.00502609	0.00502609	0.00502609	0.00502609	138
0.054	0.0057125	0.0057125	0.0057125	0.0057125	160
0.055	0.00385939	0.00385939	0.00385939	0.00385939	165
0.056	0.00539556	0.00539556	0.00539556	0.00539556	135
0.057	0.00285238	0.00285238	0.00285238	0.00285238	168
0.058	0.00885153	0.00885153	0.00885153	0.00885153	163
0.059	0.00384474	0.00384474	0.00384474	0.00384474	152
0.06	0.00685915	0.00685915	0.00685915	0.00685915	142
0.061	0.00660723	0.00660723	0.00660723	0.00660723	166
0.062	0.00104828	0.00104828	0.00104828	0.00104828	174
0.063	0.0063	0.0063	0.0063	0.0063	152
0.064	0.00555467	0.00555467	0.00555467	0.00555467	150
0.065	0.00444096	0.00444096	0.00444096	0.00444096	166
0.066	0.00343333	0.00343333	0.00343333	0.00343333	168
0.067	0.00116774	0.00116774	0.00116774	0.00116774	124
0.068	-0.000141333	-0.000141333	-0.000141333	-0.000141333	150
0.069	0.00584132	0.00584132	0.00584132	0.00584132	121
0.07	0.00193529	0.00193529	0.00193529	0.00193529	136
0.071	0.00526032	0.00526032	0.00526032	0.00526032	126
0.072	0.00313469	0.00313469	0.00313469	0.00313469	147
0.073	0.00231154	0.00231154	0.00231154	0.00231154	104
0.074	0.00430534	0.00430534	0.00430534	0.00430534	131
0.075	0.0029024	0.0029024	0.0029024	0.0029024	125
0.076	0.00301486	0.00301486	0.00301486	0.00301486	175
0.077	0.000917647	0.000917647	0.000917647	0.000917647	170
0.078	0.00196407	0.00196407	0.00196407	0.00196407	167
0.079	-0.00222466	-0.00222466	-0.00222466	-0.00222466	146
0.08	-0.000657576	-0.000657576	-0.000657576	-0.000657576	132
0.081	-0.000189189	-0.000189189	-0.000189189	-0.000189189	148
0.082	0.00276176	0.00276176	0.00276176	0.00276176	136
0.083	-0.000570909	-0.000570909	-0.000570909	-0.000570909	110
0.084	0.00258873	0.00258873	0.00258873	0.00258873	142
0.085	0.00175366	0.00175366	0.00175366	0.00175366	164
0.086	0.000208917	0.000208917	0.000208917	0.000208917	157
0.087	-0.00300465	-0.00300465	-0.00300465	-0.00300465	129
0.088	0.000144615	0.000144615	0.000144615	0.000144615	130
0.089	-0.00342187	-0.00342187	-0.00342187	-0.00342187	128
0.09	-0.00137815	-0.00137815	-0.00137815	-0.00137815	119
0.091	-0.00256978	-0.00256978	-0.00256978	-0.00256978	139
0.092	-0.002448	-0.002448	-0.002448	-0.002448	150
0.093	0.00137101	0.00137101	0.00137101	0.00137101	138
0.094	-0.00119365	-0.00119365	-0.00119365	-0.00119365	126
0.095	0.001945	0.001945	0.001945	0.001945	160
0.096	0.000506294	0.000506294	0.000506294	0.000506294	143
0.097	-0.00105306	-0.00105306	-0.00105306	-0.00105306	147
0.098	0.0033589	0.0033589	0.0033589	0.0033589	146
0.099	0.00215632	0.00215632	0.00215632	0.00215632	174
0.1	0.00224968	0.00224968	0.00224968	0.00224968	157
0.101	0.00167606	0.00167606	0.00167606	0.00167606	142
0.102	0.00107673	0.00107673	0.00107673	0.00107673	159
0.103	0.004	0.004	0.004	0.004	179
0.104	0.002	0.002	0.002	0.002	149
0.105	0.00557778	0.00557778	0.00557778	0.00557778	144
0.106	0.00168268	0.00168268	0.00168268	0.00168268	179
0.107	0.00151724	0.00151724	0.00151724	0.00151724	174
0.108	5.41176e-05	5.41176e-05	5.41176e-05	5.41176e-05	170
0.109	0.00277584	0.00277584	0.00277584	0.00277584	149
0.11	-0.000110569	-0.000110569	-0.000110569	-0.000110569	123
