jackknife_run bin_cM average_cov exp_fit
all 0.02000 0.01589 0.01059
all 0.02100 0.00806 0.01037
all 0.02200 0.00741 0.01016
all 0.02300 0.00600 0.00996
all 0.02400 0.00860 0.00976
all 0.02500 0.01324 0.00956
all 0.02600 0.00612 0.00937
all 0.02700 0.00719 0.00918
all 0.02800 0.01070 0.00900
all 0.02900 0.01061 0.00882
all 0.03000 0.00684 0.00864
all 0.03100 0.00907 0.00847
all 0.03200 0.00803 0.00830
all 0.03300 0.00684 0.00814
all 0.03400 0.01154 0.00798
all 0.03500 0.00367 0.00782
all 0.03600 0.01257 0.00766
all 0.03700 0.01137 0.00751
all 0.03800 0.00701 0.00736
all 0.03900 0.00471 0.00722
all 0.04000 0.00486 0.00707
all 0.04100 0.00548 0.00693
all 0.04200 0.00660 0.00680
all 0.04300 0.00901 0.00666
all 0.04400 0.00987 0.00653
all 0.04500 0.00641 0.00640
all 0.04600 0.00670 0.00628
all 0.04700 0.00583 0.00615
all 0.04800 -0.00002 0.00603
all 0.04900 0.00613 0.00592
all 0.05000 0.00243 0.00580
all 0.05100 0.00653 0.00569
all 0.05200 0.00601 0.00558
all 0.05300 0.00414 0.00547
all 0.05400 0.00610 0.00536
all 0.05500 0.00544 0.00526
all 0.05600 0.00769 0.00516
all 0.05700 0.00743 0.00506
all 0.05800 0.00881 0.00496
all 0.05900 0.00239 0.00486
all 0.06000 0.00549 0.00477
all 0.06100 0.00022 0.00468
all 0.06200 0.00293 0.00459
all 0.06300 0.01119 0.00450
all 0.06400 0.00570 0.00442
all 0.06500 0.00786 0.00433
all 0.06600 0.00757 0.00425
all 0.06700 0.00726 0.00417
all 0.06800 0.00417 0.00409
all 0.06900 0.00476 0.00401
all 0.07000 0.00232 0.00394
all 0.07100 -0.00071 0.00386
all 0.07200 0.00231 0.00379
all 0.07300 0.00314 0.00372
all 0.07400 0.00148 0.00365
all 0.07500 0.00449 0.00358
all 0.07600 0.00299 0.00351
all 0.07700 0.00380 0.00345
all 0.07800 0.00222 0.00339
all 0.07900 0.00316 0.00332
all 0.08000 0.00031 0.00326
all 0.08100 0.00446 0.00320
all 0.08200 0.00026 0.00314
all 0.08300 0.00388 0.00309
all 0.08400 0.00444 0.00303
all 0.08500 0.00329 0.00297
all 0.08600 0.00289 0.00292
all 0.08700 0.00805 0.00287
all 0.08800 0.00465 0.00282
all 0.08900 0.00406 0.00276
all 0.09000 0.00506 0.00272
all 0.09100 0.00146 0.00267
all 0.09200 0.00182 0.00262
all 0.09300 0.00285 0.00257
all 0.09400 0.00307 0.00253
all 0.09500 0.00481 0.00248
all 0.09600 0.00398 0.00244
all 0.09700 0.00023 0.00240
all 0.09800 0.00168 0.00235
all 0.09900 -0.00051 0.00231
all 0.10000 0.00500 0.00227
all 0.10100 0.00076 0.00223
all 0.10200 -0.00145 0.00220
all 0.10300 0.00093 0.00216
all 0.10400 -0.00072 0.00212
all 0.10500 0.00069 0.00208
all 0.10600 0.00334 0.00205
all 0.10700 0.00119 0.00201
all 0.10800 0.00088 0.00198
all 0.10900 0.00353 0.00195
all 0.11000 0.00271 0.00192
all 0.11100 0.00194 0.00188
all 0.11200 0.00244 0.00185
all 0.11300 0.00113 0.00182
all 0.11400 0.00394 0.00179
all 0.11500 0.00171 0.00176
all 0.11600 0.00354 0.00173
all 0.11700 0.00331 0.00171
all 0.11800 0.00535 0.00168
all 0.11900 0.00371 0.00165
all 0.12000 0.00227 0.00163
all 0.12100 -0.00017 0.00160
all 0.12200 0.00390 0.00157
all 0.12300 0.00320 0.00155
all 0.12400 0.00421 0.00153
all 0.12500 0.00166 0.00150
all 0.12600 0.00125 0.00148
all 0.12700 0.00197 0.00146
all 0.12800 0.00314 0.00143
all 0.12900 0.00125 0.00141
all 0.13000 0.00057 0.00139
all 0.13100 0.00136 0.00137
all 0.13200 0.00334 0.00135
all 0.13300 0.00102 0.00133
all 0.13400 0.00078 0.00131
all 0.13500 0.00086 0.00129
all 0.13600 -0.00082 0.00127
all 0.13700 -0.00157 0.00125
all 0.13800 -0.00006 0.00124
all 0.13900 -0.00102 0.00122
all 0.14000 0.00131 0.00120
all 0.14100 0.00139 0.00118
all 0.14200 0.00098 0.00117
all 0.14300 0.00304 0.00115
all 0.14400 0.00308 0.00114
all 0.14500 0.00161 0.00112
all 0.14600 0.00126 0.00110
all 0.14700 0.00269 0.00109
all 0.14800 0.00268 0.00108
all 0.14900 0.00105 0.00106
all 0.15000 -0.00028 0.00105
all 0.15100 0.00210 0.00103
all 0.15200 -0.00019 0.00102
all 0.15300 -0.00151 0.00101
all 0.15400 -0.00012 0.00099
all 0.15500 -0.00107 0.00098
all 0.15600 0.00193 0.00097
all 0.15700 -0.00037 0.00096
all 0.15800 0.00078 0.00095
all 0.15900 -0.00185 0.00093
all 0.16000 -0.00031 0.00092
all 0.16100 -0.00022 0.00091
all 0.16200 0.00223 0.00090
all 0.16300 0.00103 0.00089
all 0.16400 0.00262 0.00088
all 0.16500 0.00089 0.00087
all 0.16600 -0.00243 0.00086
all 0.16700 -0.00126 0.00085
all 0.16800 -0.00256 0.00084
all 0.16900 -0.00266 0.00083
all 0.17000 -0.00065 0.00082
all 0.17100 -0.00324 0.00081
all 0.17200 -0.00330 0.00080
all 0.17300 -0.00301 0.00080
all 0.17400 -0.00185 0.00079
all 0.17500 -0.00090 0.00078
all 0.17600 -0.00308 0.00077
all 0.17700 -0.00310 0.00076
all 0.17800 0.00069 0.00076
all 0.17900 -0.00059 0.00075
all 0.18000 0.00007 0.00074
all 0.18100 -0.00109 0.00073
all 0.18200 -0.00052 0.00073
all 0.18300 -0.00021 0.00072
all 0.18400 -0.00052 0.00071
all 0.18500 -0.00137 0.00071
all 0.18600 0.00046 0.00070
all 0.18700 0.00070 0.00069
all 0.18800 0.00050 0.00069
all 0.18900 -0.00141 0.00068
all 0.19000 -0.00043 0.00067
all 0.19100 0.00345 0.00067
all 0.19200 0.00211 0.00066
all 0.19300 -0.00233 0.00066
all 0.19400 -0.00116 0.00065
all 0.19500 -0.00073 0.00065
all 0.19600 -0.00039 0.00064
all 0.19700 -0.00200 0.00064
all 0.19800 -0.00093 0.00063
all 0.19900 -0.00214 0.00063
all 0.20000 -0.00063 0.00062
all 0.20100 0.00096 0.00062
all 0.20200 0.00281 0.00061
all 0.20300 0.00018 0.00061
all 0.20400 -0.00242 0.00060
all 0.20500 -0.00120 0.00060
all 0.20600 -0.00240 0.00059
all 0.20700 -0.00094 0.00059
all 0.20800 -0.00040 0.00059
all 0.20900 -0.00099 0.00058
all 0.21000 0.00075 0.00058
all 0.21100 0.00389 0.00057
all 0.21200 0.00517 0.00057
all 0.21300 0.00047 0.00057
all 0.21400 0.00516 0.00056
all 0.21500 0.00564 0.00056
all 0.21600 0.00300 0.00056
all 0.21700 -0.00016 0.00055
all 0.21800 0.00217 0.00055
all 0.21900 0.00335 0.00055
all 0.22000 0.00173 0.00054
all 0.22100 0.00126 0.00054
all 0.22200 0.00118 0.00054
all 0.22300 0.00370 0.00053
all 0.22400 0.00350 0.00053
all 0.22500 0.00464 0.00053
all 0.22600 0.00438 0.00052
all 0.22700 0.00069 0.00052
all 0.22800 0.00320 0.00052
all 0.22900 0.00477 0.00052
all 0.23000 0.00538 0.00051
all 0.23100 0.00343 0.00051
all 0.23200 -0.00011 0.00051
all 0.23300 0.00216 0.00051
all 0.23400 0.00249 0.00050
all 0.23500 0.00162 0.00050
all 0.23600 0.00290 0.00050
all 0.23700 0.00495 0.00050
all 0.23800 -0.00175 0.00050
all 0.23900 0.00071 0.00049
all 0.24000 0.00104 0.00049
all 0.24100 0.00239 0.00049
all 0.24200 0.00333 0.00049
all 0.24300 0.00333 0.00049
all 0.24400 0.00074 0.00048
all 0.24500 -0.00086 0.00048
all 0.24600 -0.00144 0.00048
all 0.24700 0.00002 0.00048
all 0.24800 -0.00192 0.00048
all 0.24900 0.00158 0.00047
all 0.25000 -0.00107 0.00047
all 0.25100 0.00244 0.00047
all 0.25200 0.00045 0.00047
all 0.25300 0.00166 0.00047
all 0.25400 0.00254 0.00047
all 0.25500 0.00030 0.00046
all 0.25600 0.00115 0.00046
all 0.25700 -0.00141 0.00046
all 0.25800 -0.00013 0.00046
all 0.25900 -0.00105 0.00046
all 0.26000 0.00082 0.00046
all 0.26100 -0.00090 0.00046
all 0.26200 0.00015 0.00046
all 0.26300 -0.00123 0.00045
all 0.26400 -0.00228 0.00045
all 0.26500 0.00046 0.00045
all 0.26600 -0.00223 0.00045
all 0.26700 -0.00150 0.00045
all 0.26800 -0.00199 0.00045
all 0.26900 0.00118 0.00045
all 0.27000 0.00137 0.00045
all 0.27100 0.00204 0.00044
all 0.27200 0.00007 0.00044
all 0.27300 0.00076 0.00044
all 0.27400 0.00026 0.00044
all 0.27500 0.00008 0.00044
all 0.27600 0.00123 0.00044
all 0.27700 0.00027 0.00044
all 0.27800 -0.00137 0.00044
all 0.27900 -0.00089 0.00044
all 0.28000 -0.00042 0.00044
all 0.28100 -0.00230 0.00043
all 0.28200 0.00014 0.00043
all 0.28300 0.00160 0.00043
all 0.28400 -0.00022 0.00043
all 0.28500 0.00317 0.00043
all 0.28600 0.00010 0.00043
all 0.28700 0.00124 0.00043
all 0.28800 0.00153 0.00043
all 0.28900 0.00091 0.00043
all 0.29000 0.00062 0.00043
all 0.29100 -0.00021 0.00043
all 0.29200 -0.00087 0.00043
all 0.29300 0.00026 0.00043
all 0.29400 0.00097 0.00042
all 0.29500 -0.00152 0.00042
all 0.29600 0.00128 0.00042
all 0.29700 -0.00083 0.00042
all 0.29800 -0.00115 0.00042
all 0.29900 -0.00104 0.00042
all 0.30000 -0.00097 0.00042
all 0.30100 -0.00131 0.00042
all 0.30200 -0.00104 0.00042
all 0.30300 0.00083 0.00042
all 0.30400 0.00211 0.00042
all 0.30500 0.00147 0.00042
all 0.30600 0.00539 0.00042
all 0.30700 0.00308 0.00042
all 0.30800 0.00266 0.00042
all 0.30900 0.00092 0.00042
all 0.31000 0.00125 0.00042
all 0.31100 0.00218 0.00042
all 0.31200 0.00296 0.00042
all 0.31300 0.00502 0.00041
all 0.31400 0.00289 0.00041
all 0.31500 0.00024 0.00041
all 0.31600 -0.00065 0.00041
all 0.31700 -0.00100 0.00041
all 0.31800 -0.00097 0.00041
all 0.31900 -0.00209 0.00041
all 0.32000 -0.00058 0.00041
all 0.32100 -0.00228 0.00041
all 0.32200 -0.00117 0.00041
all 0.32300 0.00008 0.00041
all 0.32400 -0.00098 0.00041
all 0.32500 0.00270 0.00041
all 0.32600 0.00177 0.00041
all 0.32700 0.00409 0.00041
all 0.32800 0.00288 0.00041
all 0.32900 0.00133 0.00041
all 0.33000 0.00062 0.00041
all 0.33100 0.00306 0.00041
all 0.33200 0.00017 0.00041
all 0.33300 0.00226 0.00041
all 0.33400 -0.00078 0.00041
all 0.33500 -0.00006 0.00041
all 0.33600 0.00266 0.00041
all 0.33700 0.00046 0.00041
all 0.33800 -0.00156 0.00041
all 0.33900 0.00010 0.00041
all 0.34000 0.00020 0.00041
all 0.34100 -0.00247 0.00041
all 0.34200 -0.00309 0.00041
all 0.34300 0.00113 0.00040
all 0.34400 -0.00085 0.00040
all 0.34500 -0.00083 0.00040
all 0.34600 -0.00221 0.00040
all 0.34700 -0.00018 0.00040
all 0.34800 0.00249 0.00040
all 0.34900 0.00213 0.00040
all 0.35000 -0.00057 0.00040
all 0.35100 0.00229 0.00040
all 0.35200 0.00018 0.00040
all 0.35300 0.00026 0.00040
all 0.35400 0.00119 0.00040
all 0.35500 0.00064 0.00040
all 0.35600 -0.00098 0.00040
all 0.35700 0.00067 0.00040
all 0.35800 0.00055 0.00040
all 0.35900 0.00131 0.00040
all 0.36000 0.00055 0.00040
all 0.36100 -0.00007 0.00040
all 0.36200 -0.00288 0.00040
all 0.36300 -0.00216 0.00040
all 0.36400 0.00137 0.00040
all 0.36500 0.00078 0.00040
all 0.36600 -0.00143 0.00040
all 0.36700 -0.00137 0.00040
all 0.36800 0.00107 0.00040
all 0.36900 -0.00054 0.00040
all 0.37000 -0.00054 0.00040
all 0.37100 0.00129 0.00040
all 0.37200 -0.00181 0.00040
all 0.37300 0.00144 0.00040
all 0.37400 -0.00266 0.00040
all 0.37500 -0.00313 0.00040
all 0.37600 -0.00013 0.00040
all 0.37700 0.00105 0.00040
all 0.37800 -0.00095 0.00040
all 0.37900 -0.00247 0.00040
all 0.38000 0.00218 0.00040
all 0.38100 0.00082 0.00040
all 0.38200 -0.00179 0.00040
all 0.38300 -0.00081 0.00040
all 0.38400 0.00022 0.00040
all 0.38500 0.00104 0.00040
all 0.38600 -0.00110 0.00040
all 0.38700 0.00118 0.00040
all 0.38800 0.00137 0.00040
all 0.38900 0.00153 0.00040
all 0.39000 0.00165 0.00040
all 0.39100 0.00155 0.00040
all 0.39200 -0.00122 0.00040
all 0.39300 -0.00081 0.00040
