0.001	0.0652942	0.0652942	0.0652942	0.0652942	4046
0.002	0.0597076	0.0597076	0.0597076	0.0597076	3516
0.003	0.0555059	0.0555059	0.0555059	0.0555059	3085
0.004	0.0523851	0.0523851	0.0523851	0.0523851	2812
0.005	0.0514019	0.0514019	0.0514019	0.0514019	2554
0.006	0.0480162	0.0480162	0.0480162	0.0480162	2452
0.007	0.0462431	0.0462431	0.0462431	0.0462431	2332
0.008	0.0429227	0.0429227	0.0429227	0.0429227	2302
0.009	0.0452867	0.0452867	0.0452867	0.0452867	2126
0.01	0.0424546	0.0424546	0.0424546	0.0424546	2152
0.011	0.0406127	0.0406127	0.0406127	0.0406127	2031
0.012	0.0383218	0.0383218	0.0383218	0.0383218	2091
0.013	0.0364375	0.0364375	0.0364375	0.0364375	2006
0.014	0.0361797	0.0361797	0.0361797	0.0361797	2026
0.015	0.0373921	0.0373921	0.0373921	0.0373921	1851
0.016	0.0361795	0.0361795	0.0361795	0.0361795	1896
0.017	0.0355653	0.0355653	0.0355653	0.0355653	1914
0.018	0.0338006	0.0338006	0.0338006	0.0338006	1966
0.019	0.0330806	0.0330806	0.0330806	0.0330806	1833
0.02	0.0344614	0.0344614	0.0344614	0.0344614	1882
0.021	0.0314665	0.0314665	0.0314665	0.0314665	1759
0.022	0.033595	0.033595	0.033595	0.033595	1756
0.023	0.0347837	0.0347837	0.0347837	0.0347837	1673
0.024	0.032598	0.032598	0.032598	0.032598	1824
0.025	0.032608	0.032608	0.032608	0.032608	1775
0.026	0.0319129	0.0319129	0.0319129	0.0319129	1772
0.027	0.0311336	0.0311336	0.0311336	0.0311336	1796
0.028	0.0311058	0.0311058	0.0311058	0.0311058	1787
0.029	0.0305908	0.0305908	0.0305908	0.0305908	1753
0.03	0.0313568	0.0313568	0.0313568	0.0313568	1684
0.031	0.0284306	0.0284306	0.0284306	0.0284306	1661
0.032	0.0295537	0.0295537	0.0295537	0.0295537	1709
0.033	0.0282823	0.0282823	0.0282823	0.0282823	1642
0.034	0.028723	0.028723	0.028723	0.028723	1621
0.035	0.0272204	0.0272204	0.0272204	0.0272204	1605
0.036	0.0279206	0.0279206	0.0279206	0.0279206	1586
0.037	0.0278313	0.0278313	0.0278313	0.0278313	1572
0.038	0.0282529	0.0282529	0.0282529	0.0282529	1517
0.039	0.0272889	0.0272889	0.0272889	0.0272889	1580
