jackknife_run bin_cM average_cov exp_fit
all 0.02000 0.01205 0.01070
all 0.02100 0.01557 0.01049
all 0.02200 0.00790 0.01027
all 0.02300 0.00726 0.01006
all 0.02400 0.00588 0.00986
all 0.02500 0.00843 0.00966
all 0.02600 0.01298 0.00946
all 0.02700 0.00600 0.00927
all 0.02800 0.00704 0.00908
all 0.02900 0.01049 0.00890
all 0.03000 0.01040 0.00872
all 0.03100 0.00670 0.00854
all 0.03200 0.00889 0.00837
all 0.03300 0.00787 0.00820
all 0.03400 0.00670 0.00804
all 0.03500 0.01131 0.00787
all 0.03600 0.00359 0.00772
all 0.03700 0.01232 0.00756
all 0.03800 0.01114 0.00741
all 0.03900 0.00687 0.00726
all 0.04000 0.00462 0.00711
all 0.04100 0.00476 0.00697
all 0.04200 0.00537 0.00683
all 0.04300 0.00647 0.00670
all 0.04400 0.00883 0.00656
all 0.04500 0.00967 0.00643
all 0.04600 0.00628 0.00630
all 0.04700 0.00656 0.00618
all 0.04800 0.00572 0.00606
all 0.04900 -0.00001 0.00594
all 0.05000 0.00600 0.00582
all 0.05100 0.00238 0.00571
all 0.05200 0.00639 0.00559
all 0.05300 0.00589 0.00548
all 0.05400 0.00406 0.00537
all 0.05500 0.00597 0.00527
all 0.05600 0.00533 0.00517
all 0.05700 0.00754 0.00506
all 0.05800 0.00728 0.00497
all 0.05900 0.00863 0.00487
all 0.06000 0.00234 0.00477
all 0.06100 0.00538 0.00468
all 0.06200 0.00022 0.00459
all 0.06300 0.00287 0.00450
all 0.06400 0.01097 0.00441
all 0.06500 0.00559 0.00433
all 0.06600 0.00770 0.00425
all 0.06700 0.00742 0.00416
all 0.06800 0.00711 0.00408
all 0.06900 0.00409 0.00401
all 0.07000 0.00466 0.00393
all 0.07100 0.00228 0.00386
all 0.07200 -0.00070 0.00378
all 0.07300 0.00227 0.00371
all 0.07400 0.00308 0.00364
all 0.07500 0.00145 0.00357
all 0.07600 0.00440 0.00350
all 0.07700 0.00293 0.00344
all 0.07800 0.00372 0.00337
all 0.07900 0.00217 0.00331
all 0.08000 0.00310 0.00325
all 0.08100 0.00030 0.00319
all 0.08200 0.00437 0.00313
all 0.08300 0.00025 0.00307
all 0.08400 0.00381 0.00301
all 0.08500 0.00435 0.00296
all 0.08600 0.00322 0.00290
all 0.08700 0.00283 0.00285
all 0.08800 0.00789 0.00280
all 0.08900 0.00455 0.00275
all 0.09000 0.00398 0.00270
all 0.09100 0.00496 0.00265
all 0.09200 0.00143 0.00260
all 0.09300 0.00179 0.00255
all 0.09400 0.00280 0.00251
all 0.09500 0.00301 0.00246
all 0.09600 0.00471 0.00242
all 0.09700 0.00390 0.00238
all 0.09800 0.00023 0.00233
all 0.09900 0.00165 0.00229
all 0.10000 -0.00050 0.00225
all 0.10100 0.00490 0.00221
all 0.10200 0.00074 0.00218
all 0.10300 -0.00142 0.00214
all 0.10400 0.00091 0.00210
all 0.10500 -0.00070 0.00206
all 0.10600 0.00067 0.00203
all 0.10700 0.00328 0.00199
all 0.10800 0.00116 0.00196
all 0.10900 0.00086 0.00193
all 0.11000 0.00346 0.00189
all 0.11100 0.00265 0.00186
all 0.11200 0.00190 0.00183
all 0.11300 0.00239 0.00180
all 0.11400 0.00110 0.00177
all 0.11500 0.00386 0.00174
all 0.11600 0.00167 0.00171
all 0.11700 0.00347 0.00169
all 0.11800 0.00325 0.00166
all 0.11900 0.00524 0.00163
all 0.12000 0.00364 0.00160
all 0.12100 0.00222 0.00158
all 0.12200 -0.00016 0.00155
all 0.12300 0.00402 0.00153
all 0.12400 0.00290 0.00150
all 0.12500 0.00413 0.00148
all 0.12600 0.00163 0.00146
all 0.12700 0.00122 0.00144
all 0.12800 0.00193 0.00141
all 0.12900 0.00307 0.00139
all 0.13000 0.00123 0.00137
all 0.13100 0.00056 0.00135
all 0.13200 0.00133 0.00133
all 0.13300 0.00327 0.00131
all 0.13400 0.00100 0.00129
all 0.13500 0.00076 0.00127
all 0.13600 0.00084 0.00125
all 0.13700 -0.00081 0.00123
all 0.13800 -0.00154 0.00122
all 0.13900 -0.00006 0.00120
all 0.14000 -0.00100 0.00118
all 0.14100 0.00129 0.00116
all 0.14200 0.00137 0.00115
all 0.14300 0.00096 0.00113
all 0.14400 0.00298 0.00112
all 0.14500 0.00302 0.00110
all 0.14600 0.00158 0.00109
all 0.14700 0.00124 0.00107
all 0.14800 0.00264 0.00106
all 0.14900 0.00262 0.00104
all 0.15000 0.00103 0.00103
all 0.15100 -0.00027 0.00102
all 0.15200 0.00206 0.00100
all 0.15300 -0.00019 0.00099
all 0.15400 -0.00148 0.00098
all 0.15500 -0.00012 0.00096
all 0.15600 -0.00105 0.00095
all 0.15700 0.00189 0.00094
all 0.15800 -0.00036 0.00093
all 0.15900 0.00077 0.00092
all 0.16000 -0.00181 0.00091
all 0.16100 -0.00031 0.00089
all 0.16200 -0.00021 0.00088
all 0.16300 0.00219 0.00087
all 0.16400 0.00101 0.00086
all 0.16500 0.00256 0.00085
all 0.16600 0.00087 0.00084
all 0.16700 -0.00238 0.00083
all 0.16800 -0.00124 0.00082
all 0.16900 -0.00251 0.00082
all 0.17000 -0.00261 0.00081
all 0.17100 -0.00064 0.00080
all 0.17200 -0.00317 0.00079
all 0.17300 -0.00323 0.00078
all 0.17400 -0.00295 0.00077
all 0.17500 -0.00181 0.00076
all 0.17600 -0.00088 0.00076
all 0.17700 -0.00302 0.00075
all 0.17800 -0.00304 0.00074
all 0.17900 0.00068 0.00073
all 0.18000 -0.00057 0.00073
all 0.18100 0.00007 0.00072
all 0.18200 -0.00106 0.00071
all 0.18300 -0.00051 0.00070
all 0.18400 -0.00020 0.00070
all 0.18500 -0.00051 0.00069
all 0.18600 -0.00134 0.00069
all 0.18700 0.00045 0.00068
all 0.18800 0.00068 0.00067
all 0.18900 0.00049 0.00067
all 0.19000 -0.00138 0.00066
all 0.19100 -0.00042 0.00065
all 0.19200 0.00338 0.00065
all 0.19300 0.00206 0.00064
all 0.19400 -0.00229 0.00064
all 0.19500 -0.00114 0.00063
all 0.19600 -0.00072 0.00063
all 0.19700 -0.00039 0.00062
all 0.19800 -0.00196 0.00062
all 0.19900 -0.00091 0.00061
all 0.20000 -0.00210 0.00061
all 0.20100 -0.00062 0.00060
all 0.20200 0.00094 0.00060
all 0.20300 0.00275 0.00059
all 0.20400 0.00018 0.00059
all 0.20500 -0.00237 0.00059
all 0.20600 -0.00118 0.00058
all 0.20700 -0.00235 0.00058
all 0.20800 -0.00092 0.00057
all 0.20900 -0.00039 0.00057
all 0.21000 -0.00097 0.00057
all 0.21100 0.00074 0.00056
all 0.21200 0.00381 0.00056
all 0.21300 0.00507 0.00055
all 0.21400 0.00046 0.00055
all 0.21500 0.00505 0.00055
all 0.21600 0.00553 0.00054
all 0.21700 0.00294 0.00054
all 0.21800 -0.00016 0.00054
all 0.21900 0.00213 0.00053
all 0.22000 0.00329 0.00053
all 0.22100 0.00169 0.00053
all 0.22200 0.00124 0.00053
all 0.22300 0.00115 0.00052
all 0.22400 0.00363 0.00052
all 0.22500 0.00343 0.00052
all 0.22600 0.00455 0.00051
all 0.22700 0.00429 0.00051
all 0.22800 0.00068 0.00051
all 0.22900 0.00314 0.00051
all 0.23000 0.00467 0.00050
all 0.23100 0.00527 0.00050
all 0.23200 0.00336 0.00050
all 0.23300 -0.00011 0.00050
all 0.23400 0.00211 0.00049
all 0.23500 0.00244 0.00049
all 0.23600 0.00159 0.00049
all 0.23700 0.00284 0.00049
all 0.23800 0.00485 0.00049
all 0.23900 -0.00172 0.00048
all 0.24000 0.00069 0.00048
all 0.24100 0.00102 0.00048
all 0.24200 0.00234 0.00048
all 0.24300 0.00326 0.00048
