0.001	0.0658006	0.0658006	0.0658006	0.0658006	3271
0.002	0.0590798	0.0590798	0.0590798	0.0590798	2792
0.003	0.0540908	0.0540908	0.0540908	0.0540908	2462
0.004	0.0533038	0.0533038	0.0533038	0.0533038	2293
0.005	0.0483861	0.0483861	0.0483861	0.0483861	2129
0.006	0.0472392	0.0472392	0.0472392	0.0472392	1909
0.007	0.0448163	0.0448163	0.0448163	0.0448163	1912
0.008	0.0425547	0.0425547	0.0425547	0.0425547	1800
0.009	0.0407541	0.0407541	0.0407541	0.0407541	1752
0.01	0.0397136	0.0397136	0.0397136	0.0397136	1669
0.011	0.0363722	0.0363722	0.0363722	0.0363722	1643
0.012	0.0343154	0.0343154	0.0343154	0.0343154	1580
0.013	0.0339654	0.0339654	0.0339654	0.0339654	1505
0.014	0.0343178	0.0343178	0.0343178	0.0343178	1509
0.015	0.0354925	0.0354925	0.0354925	0.0354925	1458
0.016	0.0334845	0.0334845	0.0334845	0.0334845	1559
0.017	0.0326509	0.0326509	0.0326509	0.0326509	1500
0.018	0.0311082	0.0311082	0.0311082	0.0311082	1473
0.019	0.0307547	0.0307547	0.0307547	0.0307547	1377
0.02	0.030348	0.030348	0.030348	0.030348	1445
0.021	0.030112	0.030112	0.030112	0.030112	1328
0.022	0.0288858	0.0288858	0.0288858	0.0288858	1357
0.023	0.0306083	0.0306083	0.0306083	0.0306083	1425
0.024	0.030905	0.030905	0.030905	0.030905	1352
0.025	0.0292809	0.0292809	0.0292809	0.0292809	1350
0.026	0.0305377	0.0305377	0.0305377	0.0305377	1339
0.027	0.0298445	0.0298445	0.0298445	0.0298445	1371
0.028	0.0287695	0.0287695	0.0287695	0.0287695	1244
0.029	0.0259816	0.0259816	0.0259816	0.0259816	1303
0.03	0.0261607	0.0261607	0.0261607	0.0261607	1352
0.031	0.0274182	0.0274182	0.0274182	0.0274182	1311
0.032	0.0264694	0.0264694	0.0264694	0.0264694	1338
0.033	0.0254133	0.0254133	0.0254133	0.0254133	1307
0.034	0.0264259	0.0264259	0.0264259	0.0264259	1297
0.035	0.0271156	0.0271156	0.0271156	0.0271156	1285
0.036	0.0270553	0.0270553	0.0270553	0.0270553	1332
0.037	0.0253976	0.0253976	0.0253976	0.0253976	1320
0.038	0.0248824	0.0248824	0.0248824	0.0248824	1286
0.039	0.02468	0.02468	0.02468	0.02468	1210
