jackknife_run bin_cM average_cov exp_fit
all 0.02000 0.01933 0.01344
all 0.02100 0.01101 0.01291
all 0.02200 0.00945 0.01240
all 0.02300 0.01020 0.01192
all 0.02400 0.01469 0.01145
all 0.02500 0.01654 0.01100
all 0.02600 0.00842 0.01057
all 0.02700 0.01103 0.01015
all 0.02800 0.01065 0.00976
all 0.02900 0.00735 0.00938
all 0.03000 0.00674 0.00901
all 0.03100 0.00750 0.00866
all 0.03200 0.00627 0.00832
all 0.03300 0.00408 0.00800
all 0.03400 0.00264 0.00769
all 0.03500 0.01126 0.00739
all 0.03600 0.00276 0.00710
all 0.03700 0.00560 0.00683
all 0.03800 0.00427 0.00656
all 0.03900 0.00751 0.00631
all 0.04000 0.00737 0.00607
all 0.04100 0.00779 0.00583
all 0.04200 0.00826 0.00561
all 0.04300 0.00614 0.00539
all 0.04400 0.00564 0.00519
all 0.04500 0.01001 0.00499
all 0.04600 0.00534 0.00480
all 0.04700 0.00382 0.00462
all 0.04800 0.00374 0.00444
all 0.04900 0.00492 0.00427
all 0.05000 0.00600 0.00411
all 0.05100 0.00246 0.00396
all 0.05200 0.00129 0.00381
all 0.05300 0.00720 0.00366
all 0.05400 0.00308 0.00353
all 0.05500 0.00233 0.00339
all 0.05600 0.00395 0.00327
all 0.05700 0.00195 0.00315
all 0.05800 -0.00004 0.00303
all 0.05900 0.00578 0.00292
all 0.06000 0.00285 0.00281
all 0.06100 0.00375 0.00271
all 0.06200 0.00245 0.00261
all 0.06300 0.00400 0.00251
all 0.06400 -0.00059 0.00242
all 0.06500 0.00099 0.00234
all 0.06600 0.00287 0.00225
all 0.06700 0.00076 0.00217
all 0.06800 0.00168 0.00209
all 0.06900 0.00382 0.00202
all 0.07000 0.00243 0.00195
all 0.07100 -0.00253 0.00188
all 0.07200 -0.00238 0.00181
all 0.07300 -0.00057 0.00175
all 0.07400 -0.00230 0.00169
all 0.07500 0.00046 0.00163
all 0.07600 0.00623 0.00158
all 0.07700 0.00657 0.00152
all 0.07800 0.00229 0.00147
all 0.07900 0.00170 0.00142
all 0.08000 -0.00070 0.00138
all 0.08100 0.00442 0.00133
all 0.08200 0.00301 0.00129
all 0.08300 0.00618 0.00124
all 0.08400 0.00378 0.00120
all 0.08500 0.00282 0.00117
all 0.08600 0.00138 0.00113
all 0.08700 0.00126 0.00109
all 0.08800 0.00035 0.00106
all 0.08900 0.00341 0.00103
all 0.09000 0.00305 0.00099
all 0.09100 0.00253 0.00096
all 0.09200 0.00018 0.00094
all 0.09300 0.00139 0.00091
all 0.09400 0.00277 0.00088
all 0.09500 0.00286 0.00086
all 0.09600 0.00460 0.00083
all 0.09700 0.00101 0.00081
all 0.09800 0.00015 0.00078
all 0.09900 0.00015 0.00076
all 0.10000 -0.00017 0.00074
all 0.10100 -0.00270 0.00072
all 0.10200 0.00076 0.00070
all 0.10300 0.00171 0.00068
all 0.10400 0.00200 0.00067
all 0.10500 -0.00172 0.00065
all 0.10600 0.00033 0.00063
all 0.10700 -0.00091 0.00062
all 0.10800 -0.00068 0.00060
all 0.10900 0.00156 0.00059
all 0.11000 -0.00023 0.00057
all 0.11100 0.00201 0.00056
all 0.11200 0.00098 0.00055
all 0.11300 0.00117 0.00054
all 0.11400 -0.00078 0.00052
all 0.11500 -0.00044 0.00051
all 0.11600 -0.00340 0.00050
all 0.11700 -0.00131 0.00049
all 0.11800 0.00418 0.00048
all 0.11900 0.00167 0.00047
all 0.12000 0.00152 0.00046
all 0.12100 0.00082 0.00045
all 0.12200 0.00056 0.00044
all 0.12300 -0.00370 0.00044
all 0.12400 -0.00143 0.00043
all 0.12500 0.00293 0.00042
all 0.12600 0.00117 0.00041
all 0.12700 -0.00180 0.00041
all 0.12800 0.00158 0.00040
all 0.12900 -0.00109 0.00039
all 0.13000 -0.00287 0.00039
all 0.13100 -0.00331 0.00038
all 0.13200 -0.00284 0.00038
all 0.13300 -0.00168 0.00037
all 0.13400 0.00217 0.00037
all 0.13500 -0.00178 0.00036
all 0.13600 0.00006 0.00036
all 0.13700 0.00084 0.00035
all 0.13800 0.00376 0.00035
all 0.13900 0.00147 0.00034
all 0.14000 0.00067 0.00034
all 0.14100 0.00240 0.00033
all 0.14200 -0.00264 0.00033
all 0.14300 -0.00286 0.00033
all 0.14400 -0.00024 0.00032
all 0.14500 0.00114 0.00032
all 0.14600 -0.00004 0.00032
all 0.14700 0.00224 0.00031
all 0.14800 0.00284 0.00031
all 0.14900 0.00278 0.00031
all 0.15000 -0.00096 0.00031
all 0.15100 0.00198 0.00030
all 0.15200 0.00225 0.00030
all 0.15300 -0.00006 0.00030
all 0.15400 0.00187 0.00030
all 0.15500 0.00025 0.00029
all 0.15600 0.00283 0.00029
all 0.15700 -0.00153 0.00029
all 0.15800 0.00342 0.00029
all 0.15900 0.00018 0.00029
all 0.16000 0.00164 0.00028
all 0.16100 -0.00066 0.00028
all 0.16200 0.00197 0.00028
all 0.16300 0.00106 0.00028
all 0.16400 0.00008 0.00028
all 0.16500 -0.00187 0.00028
all 0.16600 0.00136 0.00027
all 0.16700 0.00071 0.00027
all 0.16800 0.00081 0.00027
all 0.16900 0.00185 0.00027
all 0.17000 -0.00171 0.00027
all 0.17100 -0.00110 0.00027
all 0.17200 0.00087 0.00027
all 0.17300 0.00057 0.00027
all 0.17400 0.00053 0.00027
all 0.17500 -0.00092 0.00026
all 0.17600 -0.00070 0.00026
all 0.17700 -0.00097 0.00026
all 0.17800 0.00004 0.00026
all 0.17900 0.00160 0.00026
all 0.18000 0.00039 0.00026
all 0.18100 0.00110 0.00026
