jackknife_run bin_cM average_cov exp_fit
all 0.02000 0.02910 0.02730
all 0.02100 0.02953 0.02717
all 0.02200 0.02821 0.02703
all 0.02300 0.02801 0.02690
all 0.02400 0.02705 0.02677
all 0.02500 0.02730 0.02663
all 0.02600 0.02760 0.02650
all 0.02700 0.02761 0.02637
all 0.02800 0.02689 0.02624
all 0.02900 0.02643 0.02611
all 0.03000 0.02518 0.02598
all 0.03100 0.02638 0.02585
all 0.03200 0.02577 0.02572
all 0.03300 0.02489 0.02559
all 0.03400 0.02486 0.02547
all 0.03500 0.02628 0.02534
all 0.03600 0.02524 0.02521
all 0.03700 0.02523 0.02509
all 0.03800 0.02507 0.02496
all 0.03900 0.02517 0.02484
all 0.04000 0.02474 0.02472
all 0.04100 0.02516 0.02459
all 0.04200 0.02617 0.02447
all 0.04300 0.02384 0.02435
all 0.04400 0.02456 0.02423
all 0.04500 0.02359 0.02411
all 0.04600 0.02445 0.02399
all 0.04700 0.02343 0.02387
all 0.04800 0.02311 0.02375
all 0.04900 0.02370 0.02363
all 0.05000 0.02281 0.02352
all 0.05100 0.02241 0.02340
all 0.05200 0.02419 0.02328
all 0.05300 0.02345 0.02317
all 0.05400 0.02288 0.02305
all 0.05500 0.02291 0.02294
all 0.05600 0.02347 0.02283
all 0.05700 0.02272 0.02271
all 0.05800 0.02271 0.02260
all 0.05900 0.02293 0.02249
all 0.06000 0.02225 0.02238
all 0.06100 0.02265 0.02227
all 0.06200 0.02282 0.02216
all 0.06300 0.02107 0.02205
all 0.06400 0.02130 0.02194
all 0.06500 0.02178 0.02183
all 0.06600 0.02202 0.02172
all 0.06700 0.02085 0.02161
all 0.06800 0.02087 0.02150
all 0.06900 0.02170 0.02140
all 0.07000 0.02169 0.02129
all 0.07100 0.02093 0.02119
all 0.07200 0.01997 0.02108
all 0.07300 0.02067 0.02098
all 0.07400 0.01940 0.02087
all 0.07500 0.02010 0.02077
all 0.07600 0.02041 0.02067
all 0.07700 0.02025 0.02057
all 0.07800 0.01910 0.02046
all 0.07900 0.01960 0.02036
all 0.08000 0.02033 0.02026
all 0.08100 0.01953 0.02016
all 0.08200 0.01988 0.02006
all 0.08300 0.02000 0.01996
all 0.08400 0.02042 0.01986
all 0.08500 0.02016 0.01977
all 0.08600 0.01973 0.01967
all 0.08700 0.01936 0.01957
all 0.08800 0.01965 0.01947
all 0.08900 0.01945 0.01938
all 0.09000 0.01890 0.01928
all 0.09100 0.01896 0.01919
all 0.09200 0.01854 0.01909
all 0.09300 0.01779 0.01900
all 0.09400 0.01734 0.01890
all 0.09500 0.01779 0.01881
all 0.09600 0.01735 0.01872
all 0.09700 0.01852 0.01863
all 0.09800 0.01858 0.01853
all 0.09900 0.01807 0.01844
all 0.10000 0.01748 0.01835
all 0.10100 0.01785 0.01826
all 0.10200 0.01830 0.01817
all 0.10300 0.01792 0.01808
all 0.10400 0.01831 0.01799
all 0.10500 0.01795 0.01790
all 0.10600 0.01818 0.01782
all 0.10700 0.01891 0.01773
all 0.10800 0.01763 0.01764
all 0.10900 0.01745 0.01755
all 0.11000 0.01731 0.01747
all 0.11100 0.01760 0.01738
all 0.11200 0.01760 0.01729
all 0.11300 0.01775 0.01721
all 0.11400 0.01798 0.01712
