jackknife_run bin_cM average_cov exp_fit
all 0.02000 0.01367 0.00799
all 0.02100 0.00584 0.00777
all 0.02200 0.01025 0.00756
all 0.02300 0.01246 0.00736
all 0.02400 0.01117 0.00716
all 0.02500 0.00553 0.00697
all 0.02600 0.00737 0.00678
all 0.02700 0.00361 0.00659
all 0.02800 0.00465 0.00642
all 0.02900 0.00280 0.00624
all 0.03000 0.00975 0.00608
all 0.03100 0.00719 0.00591
all 0.03200 0.00336 0.00575
all 0.03300 0.00190 0.00560
all 0.03400 0.00158 0.00545
all 0.03500 0.00307 0.00530
all 0.03600 0.00945 0.00516
all 0.03700 0.00632 0.00502
all 0.03800 0.00263 0.00489
all 0.03900 0.00216 0.00475
all 0.04000 0.00127 0.00463
all 0.04100 0.00256 0.00450
all 0.04200 0.00302 0.00438
all 0.04300 0.00513 0.00427
all 0.04400 0.00333 0.00415
all 0.04500 0.00369 0.00404
all 0.04600 0.00327 0.00393
all 0.04700 0.00676 0.00383
all 0.04800 0.00436 0.00373
all 0.04900 0.00111 0.00363
all 0.05000 0.00354 0.00353
all 0.05100 0.00598 0.00344
all 0.05200 0.00361 0.00335
all 0.05300 0.00439 0.00326
all 0.05400 0.00304 0.00317
all 0.05500 0.00147 0.00309
all 0.05600 0.00334 0.00301
all 0.05700 0.00305 0.00293
all 0.05800 0.00159 0.00285
all 0.05900 0.00387 0.00278
all 0.06000 0.00444 0.00271
all 0.06100 0.00026 0.00263
all 0.06200 0.00093 0.00257
all 0.06300 0.00268 0.00250
all 0.06400 -0.00131 0.00243
all 0.06500 0.00033 0.00237
all 0.06600 -0.00036 0.00231
all 0.06700 0.00219 0.00225
all 0.06800 0.00155 0.00219
all 0.06900 0.00149 0.00213
all 0.07000 0.00137 0.00208
all 0.07100 -0.00069 0.00203
all 0.07200 0.00051 0.00197
all 0.07300 -0.00095 0.00192
all 0.07400 0.00045 0.00187
all 0.07500 0.00108 0.00183
all 0.07600 0.00237 0.00178
all 0.07700 0.00226 0.00173
all 0.07800 0.00210 0.00169
all 0.07900 0.00145 0.00165
all 0.08000 0.00067 0.00161
all 0.08100 0.00278 0.00157
all 0.08200 0.00375 0.00153
all 0.08300 0.00280 0.00149
all 0.08400 0.00467 0.00145
all 0.08500 0.00489 0.00142
all 0.08600 0.00551 0.00138
all 0.08700 0.00346 0.00135
all 0.08800 -0.00030 0.00131
all 0.08900 0.00230 0.00128
all 0.09000 0.00081 0.00125
all 0.09100 0.00371 0.00122
all 0.09200 0.00134 0.00119
all 0.09300 -0.00089 0.00116
all 0.09400 0.00119 0.00113
