0.001	0.0862923	0.0862923	0.0862923	0.0862923	1151
0.002	0.080692	0.080692	0.080692	0.080692	752
0.003	0.0725691	0.0725691	0.0725691	0.0725691	556
0.004	0.0666483	0.0666483	0.0666483	0.0666483	443
0.005	0.0593059	0.0593059	0.0593059	0.0593059	427
0.006	0.0543095	0.0543095	0.0543095	0.0543095	380
0.007	0.047519	0.047519	0.047519	0.047519	311
0.008	0.0508278	0.0508278	0.0508278	0.0508278	288
0.009	0.0459568	0.0459568	0.0459568	0.0459568	250
0.01	0.0492457	0.0492457	0.0492457	0.0492457	219
0.011	0.0343026	0.0343026	0.0343026	0.0343026	193
0.012	0.0338749	0.0338749	0.0338749	0.0338749	195
0.013	0.0314733	0.0314733	0.0314733	0.0314733	161
0.014	0.0220086	0.0220086	0.0220086	0.0220086	140
0.015	0.0194138	0.0194138	0.0194138	0.0194138	159
0.016	0.0218127	0.0218127	0.0218127	0.0218127	158
0.017	0.0220899	0.0220899	0.0220899	0.0220899	169
0.018	0.0183213	0.0183213	0.0183213	0.0183213	178
0.019	0.0180451	0.0180451	0.0180451	0.0180451	133
0.02	0.0187024	0.0187024	0.0187024	0.0187024	123
0.021	0.0189458	0.0189458	0.0189458	0.0189458	118
0.022	0.0107854	0.0107854	0.0107854	0.0107854	137
0.023	0.00925806	0.00925806	0.00925806	0.00925806	124
0.024	0.0103023	0.0103023	0.0103023	0.0103023	131
0.025	0.0142032	0.0142032	0.0142032	0.0142032	126
0.026	0.0160863	0.0160863	0.0160863	0.0160863	139
0.027	0.00815946	0.00815946	0.00815946	0.00815946	148
0.028	0.0109402	0.0109402	0.0109402	0.0109402	117
0.029	0.0105383	0.0105383	0.0105383	0.0105383	133
0.03	0.00709474	0.00709474	0.00709474	0.00709474	133
0.031	0.0066048	0.0066048	0.0066048	0.0066048	125
0.032	0.00734519	0.00734519	0.00734519	0.00734519	135
0.033	0.00625937	0.00625937	0.00625937	0.00625937	128
0.034	0.00392152	0.00392152	0.00392152	0.00392152	158
0.035	0.00258592	0.00258592	0.00258592	0.00258592	142
0.036	0.0110303	0.0110303	0.0110303	0.0110303	132
0.037	0.00326345	0.00326345	0.00326345	0.00326345	145
0.038	0.00498182	0.00498182	0.00498182	0.00498182	154
0.039	0.00418356	0.00418356	0.00418356	0.00418356	146
0.04	0.00729536	0.00729536	0.00729536	0.00729536	151
0.041	0.00808819	0.00808819	0.00808819	0.00808819	127
0.042	0.00697054	0.00697054	0.00697054	0.00697054	129
